,timestamp,value
0,2022-08-01,3.03
1,2022-07-01,2.96
2,2022-06-01,3.19
3,2022-05-01,2.87
4,2022-04-01,2.78
5,2022-03-01,2.11
6,2022-02-01,1.81
7,2022-01-01,1.54
8,2021-12-01,1.23
9,2021-11-01,1.2
10,2021-10-01,1.11
11,2021-09-01,0.86
12,2021-08-01,0.77
13,2021-07-01,0.76
14,2021-06-01,0.84
15,2021-05-01,0.82
16,2021-04-01,0.86
17,2021-03-01,0.82
18,2021-02-01,0.54
19,2021-01-01,0.45
20,2020-12-01,0.39
21,2020-11-01,0.39
22,2020-10-01,0.34
23,2020-09-01,0.27
24,2020-08-01,0.27
25,2020-07-01,0.28
26,2020-06-01,0.34
27,2020-05-01,0.34
28,2020-04-01,0.39
29,2020-03-01,0.59
30,2020-02-01,1.32
31,2020-01-01,1.56
32,2019-12-01,1.68
33,2019-11-01,1.64
34,2019-10-01,1.53
35,2019-09-01,1.57
36,2019-08-01,1.49
37,2019-07-01,1.83
38,2019-06-01,1.83
39,2019-05-01,2.19
40,2019-04-01,2.33
41,2019-03-01,2.37
42,2019-02-01,2.49
43,2019-01-01,2.54
44,2018-12-01,2.68
45,2018-11-01,2.95
46,2018-10-01,3.0
47,2018-09-01,2.89
48,2018-08-01,2.77
49,2018-07-01,2.78
50,2018-06-01,2.78
51,2018-05-01,2.82
52,2018-04-01,2.7
53,2018-03-01,2.63
54,2018-02-01,2.6
55,2018-01-01,2.38
56,2017-12-01,2.18
57,2017-11-01,2.05
58,2017-10-01,1.98
59,2017-09-01,1.8
60,2017-08-01,1.78
61,2017-07-01,1.87
62,2017-06-01,1.77
63,2017-05-01,1.84
64,2017-04-01,1.82
65,2017-03-01,2.01
66,2017-02-01,1.9
67,2017-01-01,1.92
68,2016-12-01,1.96
69,2016-11-01,1.6
70,2016-10-01,1.27
71,2016-09-01,1.18
72,2016-08-01,1.13
73,2016-07-01,1.07
74,2016-06-01,1.17
75,2016-05-01,1.3
76,2016-04-01,1.26
77,2016-03-01,1.38
78,2016-02-01,1.22
79,2016-01-01,1.52
80,2015-12-01,1.7
81,2015-11-01,1.67
